,Name,Handedness,Height,Weight,Batting Average (Hits/at bat),HR,BMI,State,Ave
911,Bob Galasso,Left Handed,73,205,0,0,27.1030412921809,Overweight,0.20~0.30
912,Rich Wortham,Right Handed,72,185,0,0,25.1429725642841,Overweight,0.20~0.30
913,Bob Chance,Left Handed,74,196,0.261,24,25.2175283552373,Overweight,0.20~0.30
914,Julio Cruz,Both Handed,69,165,0.237,23,24.4171880908349,Normal,0.20~0.30
915,Bill Sample,Right Handed,69,175,0.272,46,25.8970176720976,Overweight,0.20~0.30
916,Juan Nieves,Left Handed,75,175,0,0,21.9192357576634,Normal,0.20~0.30
917,Mike Bacsik,Right Handed,74,180,0,0,23.1589546119526,Normal,0.20~0.30
918,Craig Kusick,Right Handed,75,210,0.235,46,26.3030829091961,Overweight,0.20~0.30
919,Rudy Meoli,Left Handed,69,165,0.212,2,24.4171880908349,Normal,0.20~0.30
920,Ruppert Jones,Left Handed,70,170,0.25,147,24.4434626160532,Normal,0.20~0.30
921,Glenn Hoffman,Right Handed,73,175,0.242,23,23.1367425664959,Normal,0.20~0.30
922,Russ Gibson,Right Handed,73,195,0.228,8,25.7809417169526,Overweight,0.20~0.30
923,Phil Huffman,Right Handed,74,180,0,0,23.1589546119526,Normal,0.20~0.30
924,Terry Francona,Left Handed,73,190,0.274,16,25.1198919293384,Overweight,0.20~0.30
925,John Bateman,Right Handed,75,210,0.23,81,26.3030829091961,Overweight,0.20~0.30
926,Luis Pujols,Right Handed,74,175,0.193,6,22.5156503171762,Normal,0.20~0.30
927,Joe Gaines,Right Handed,73,190,0.241,21,25.1198919293384,Overweight,0.20~0.30
928,Doug Rader,Right Handed,74,208,0.251,155,26.7614586627008,Overweight,0.20~0.30
929,Mickey Stanley,Right Handed,73,185,0.248,117,24.4588421417243,Normal,0.20~0.30
930,Steve Brown,Right Handed,77,200,0,0,23.7661279689385,Normal,0.20~0.30
931,Rick Lysander,Right Handed,74,190,0,0,24.4455632015056,Normal,0.20~0.30
932,Phil Bradley,Right Handed,72,185,0.286,78,25.1429725642841,Overweight,0.20~0.30
933,Winston Llenas,Right Handed,70,165,0.23,3,23.7245372449929,Normal,0.20~0.30
934,Charlie Moore,Right Handed,71,180,0.261,36,25.1573964402009,Overweight,0.20~0.30
935,Ralph Garr,Left Handed,71,185,0.306,75,25.8562130079842,Overweight,Above 0.30
936,Tommy John,Right Handed,75,180,0.157,5,22.5454996364538,Normal,0.20~0.30
937,Bruce Benedict,Right Handed,73,175,0.242,18,23.1367425664959,Normal,0.20~0.30
938,John Ellis,Right Handed,74,225,0.262,69,28.9486932649408,Overweight,0.20~0.30
939,Wes Parker,Both Handed,73,180,0.267,64,23.7977923541101,Normal,0.20~0.30
940,Mel Stottlemyre,Right Handed,72,190,0,0,25.8225123633188,Overweight,0.20~0.30
941,David Green,Right Handed,75,170,0.268,31,21.292971878873,Normal,0.20~0.30
942,Reid Nichols,Right Handed,71,165,0.266,22,23.0609467368508,Normal,0.20~0.30
943,Rick Reichardt,Right Handed,75,210,0.261,116,26.3030829091961,Overweight,0.20~0.30
944,Luis Tiant,Right Handed,72,180,0.164,5,24.4634327652494,Normal,0.20~0.30
945,Alex Sanchez,Right Handed,74,185,0,0,23.8022589067291,Normal,0.20~0.30
946,Broderick Perkins,Left Handed,70,180,0.271,8,25.881313358174,Overweight,0.20~0.30
947,Leon Roberts,Right Handed,75,200,0.267,78,25.0505551516153,Overweight,0.20~0.30
948,Ray Burris,Right Handed,77,200,0.151,1,23.7661279689385,Normal,0.20~0.30
949,Len Gabrielson,Left Handed,76,210,0.253,37,25.6154503746932,Overweight,0.20~0.30
950,Johnny Edwards,Left Handed,76,220,0.242,81,26.8352337258691,Overweight,0.20~0.30
951,Paul Wilmet,Right Handed,71,170,0,0,23.7597633046342,Normal,0.20~0.30
952,Tom Grieve,Right Handed,74,190,0.249,65,24.4455632015056,Normal,0.20~0.30
953,Bruce Ellingsen,Left Handed,72,180,0,0,24.4634327652494,Normal,0.20~0.30
954,Bob Forsch,Right Handed,76,200,0.213,12,24.3956670235174,Normal,0.20~0.30
955,Gorman Heimueller,Left Handed,76,195,0,0,23.7857753479294,Normal,0.20~0.30
956,Danny Cater,Right Handed,72,170,0.276,66,23.1043531671799,Normal,0.20~0.30
957,Bill Schroeder,Right Handed,74,200,0.24,61,25.7321717910585,Overweight,0.20~0.30
958,Clay Dalrymple,Left Handed,72,190,0.233,55,25.8225123633188,Overweight,0.20~0.30
959,Carlos May,Left Handed,71,200,0.274,90,27.9526627113343,Overweight,0.20~0.30
960,Reggie Smith,Both Handed,72,180,0.287,314,24.4634327652494,Normal,0.20~0.30
961,Ron Reed,Right Handed,78,215,0.158,0,24.8976948853425,Normal,0.20~0.30
962,Fred Howard,Right Handed,75,190,0,0,23.7980273940346,Normal,0.20~0.30
963,Davey Johnson,Right Handed,73,170,0.261,136,22.4756927788818,Normal,0.20~0.30
964,Ellis Valentine,Right Handed,76,205,0.278,123,25.0055586991053,Overweight,0.20~0.30
965,Roy White,Both Handed,70,160,0.271,160,23.0056118739325,Normal,0.20~0.30
966,Mike Brumley,Left Handed,70,195,0.229,5,28.0380894713552,Overweight,0.20~0.30
967,Al Luplow,Left Handed,70,175,0.235,33,25.1623879871136,Overweight,0.20~0.30
968,John Hoover,Right Handed,74,190,0,0,24.4455632015056,Normal,0.20~0.30
969,Dick Allen,Right Handed,71,187,0.292,351,26.1357396350976,Overweight,0.20~0.30
970,Doug Ault,Right Handed,75,200,0.236,17,25.0505551516153,Overweight,0.20~0.30
971,Mark Wagner,Right Handed,72,165,0.243,3,22.4248133681452,Normal,0.20~0.30
972,Mike Walters,Right Handed,77,203,0,0,24.1226198884726,Normal,0.20~0.30
973,Willie Stargell,Left Handed,74,188,0.282,475,24.188241483595,Normal,0.20~0.30
974,Steve Carlton,Left Handed,76,210,0.201,13,25.6154503746932,Overweight,0.20~0.30
975,Jake Wood,Right Handed,73,163,0.25,35,21.5502230762219,Normal,0.20~0.30
976,Del Unser,Left Handed,73,180,0.258,87,23.7977923541101,Normal,0.20~0.30
977,Bob Brower,Right Handed,71,185,0.242,17,25.8562130079842,Overweight,0.20~0.30
978,Ray Culp,Right Handed,72,200,0.123,1,27.1815919613882,Overweight,0.20~0.30
979,Ivan Murrell,Right Handed,74,195,0.236,33,25.088867496282,Overweight,0.20~0.30
980,Lee Mazzilli,Both Handed,73,180,0.259,93,23.7977923541101,Normal,0.20~0.30
981,Garth Iorg,Right Handed,71,170,0.258,20,23.7597633046342,Normal,0.20~0.30
982,Alan Ashby,Both Handed,74,185,0.245,90,23.8022589067291,Normal,0.20~0.30
983,Bob Brenly,Right Handed,74,210,0.247,91,27.0187803806114,Overweight,0.20~0.30
984,Ron Blomberg,Left Handed,73,195,0.293,52,25.7809417169526,Overweight,0.20~0.30
985,Jim Rooker,Right Handed,72,195,0.201,7,26.5020521623535,Overweight,0.20~0.30
986,Tim Blackwell,Both Handed,71,170,0.228,6,23.7597633046342,Normal,0.20~0.30
987,Colby Ward,Right Handed,74,185,0,0,23.8022589067291,Normal,0.20~0.30
988,Jerry Morales,Right Handed,70,155,0.259,95,22.2866865028721,Normal,0.20~0.30
989,Davey Lopes,Right Handed,69,170,0.263,155,25.1571028814663,Overweight,0.20~0.30
990,Catfish Hunter,Right Handed,72,190,0.226,6,25.8225123633188,Overweight,0.20~0.30
991,Mario Soto,Right Handed,72,174,0.132,1,23.6479850064077,Normal,0.20~0.30
992,Jimmy Wynn,Right Handed,70,160,0.25,291,23.0056118739325,Normal,0.20~0.30
993,Hank Allen,Right Handed,72,190,0.241,6,25.8225123633188,Overweight,0.20~0.30
994,Jim Fregosi,Right Handed,73,190,0.265,151,25.1198919293384,Overweight,0.20~0.30
995,Pepe Frias,Right Handed,70,159,0.24,1,22.8618267997204,Normal,0.20~0.30
996,Mike Schmidt,Right Handed,74,195,0.267,548,25.088867496282,Overweight,0.20~0.30
997,Willie Montanez,Left Handed,72,170,0.275,139,23.1043531671799,Normal,0.20~0.30
998,Rey Quinones,Right Handed,71,160,0.243,29,22.3621301690675,Normal,0.20~0.30
999,Mike Squires,Left Handed,71,185,0.26,6,25.8562130079842,Overweight,0.20~0.30
1000,Champ Summers,Left Handed,74,205,0.255,54,26.375476085835,Overweight,0.20~0.30
1001,Chuck Porter,Right Handed,75,187,0,0,23.4222690667603,Normal,0.20~0.30
1002,Bert Campaneris,Right Handed,70,160,0.259,79,23.0056118739325,Normal,0.20~0.30
1003,Bobby Valentine,Right Handed,70,189,0.26,12,27.1753790260827,Overweight,0.20~0.30
1004,Rob Andrews,Right Handed,72,185,0.251,3,25.1429725642841,Overweight,0.20~0.30
1005,Tom Haller,Left Handed,76,195,0.257,134,23.7857753479294,Normal,0.20~0.30
1006,Tom Dozier,Right Handed,74,190,0,0,24.4455632015056,Normal,0.20~0.30
1007,Ed Stroud,Left Handed,71,180,0.237,14,25.1573964402009,Overweight,0.20~0.30
1008,Ron Swoboda,Right Handed,74,195,0.242,73,25.088867496282,Overweight,0.20~0.30
1009,Harry Spilman,Left Handed,73,180,0.237,18,23.7977923541101,Normal,0.20~0.30
1010,Bob Barton,Right Handed,72,175,0.226,9,23.7838929662147,Normal,0.20~0.30
1011,Daryl Sconiers,Left Handed,74,185,0.265,15,23.8022589067291,Normal,0.20~0.30
1012,Joe Torre,Right Handed,74,212,0.297,252,27.276102098522,Overweight,0.20~0.30
1013,Al Ferrara,Right Handed,73,200,0.259,51,26.4419915045668,Overweight,0.20~0.30
1014,Rick Steirer,Right Handed,76,200,0,0,24.3956670235174,Normal,0.20~0.30
1015,Sixto Lezcano,Right Handed,70,165,0.271,148,23.7245372449929,Normal,0.20~0.30
1016,Al Lachowicz,Right Handed,75,198,0,0,24.8000496000992,Normal,0.20~0.30
1017,Dave Nicholson,Right Handed,74,215,0.212,61,27.6620846753879,Overweight,0.20~0.30
1018,Freddie Patek,Right Handed,65,148,0.242,41,24.6799848091358,Normal,0.20~0.30
1019,Ken Hubbs,Right Handed,74,175,0.247,14,22.5156503171762,Normal,0.20~0.30
1020,Pepe Mangual,Right Handed,70,157,0.242,16,22.5742566512962,Normal,0.20~0.30
1021,Leron Lee,Left Handed,72,196,0.25,31,26.6379601221604,Overweight,0.20~0.30
1022,Tom McCarthy,Right Handed,72,180,0,0,24.4634327652494,Normal,0.20~0.30
1023,Steve Ontiveros,Both Handed,72,185,0.274,24,25.1429725642841,Overweight,0.20~0.30
1024,Willie Davis,Left Handed,74,180,0.279,182,23.1589546119526,Normal,0.20~0.30
1025,Tom Lawless,Right Handed,71,170,0.207,2,23.7597633046342,Normal,0.20~0.30
1026,Jerry Moses,Right Handed,75,210,0.251,25,26.3030829091961,Overweight,0.20~0.30
1027,Bobby Bonds,Right Handed,73,190,0.268,332,25.1198919293384,Overweight,0.20~0.30
1028,Dave McNally,Right Handed,71,185,0.133,9,25.8562130079842,Overweight,0.20~0.30
1029,Darrell Brown,Both Handed,72,184,0.274,1,25.0070646044771,Overweight,0.20~0.30
1030,Roy Foster,Right Handed,72,185,0.253,45,25.1429725642841,Overweight,0.20~0.30
1031,Denis Menke,Right Handed,72,185,0.25,101,25.1429725642841,Overweight,0.20~0.30
1032,Hal Breeden,Right Handed,74,200,0.243,21,25.7321717910585,Overweight,0.20~0.30
1033,Manny Trillo,Right Handed,73,150,0.263,61,19.8314936284251,Normal,0.20~0.30
1034,Jackie Gutierrez,Right Handed,71,175,0.237,4,24.4585798724175,Normal,0.20~0.30
1035,Jerry Kenney,Left Handed,73,170,0.237,7,22.4756927788818,Normal,0.20~0.30
1036,Fred Kendall,Right Handed,73,185,0.234,31,24.4588421417243,Normal,0.20~0.30
1037,Mike Anderson,Right Handed,74,200,0.246,28,25.7321717910585,Overweight,0.20~0.30
1038,Jim Lewis,Right Handed,75,190,0,0,23.7980273940346,Normal,0.20~0.30
1039,Joe Charboneau,Right Handed,74,205,0.266,29,26.375476085835,Overweight,0.20~0.30
1040,Jimmie Schaffer,Right Handed,69,170,0.223,11,25.1571028814663,Overweight,0.20~0.30
1041,Junior Kennedy,Right Handed,71,175,0.248,4,24.4585798724175,Normal,0.20~0.30
1042,Wilbur Howard,Both Handed,74,170,0.25,6,21.8723460223997,Normal,0.20~0.30
1043,Rod Gilbreath,Right Handed,74,180,0.248,14,23.1589546119526,Normal,0.20~0.30
1044,Mark Brouhard,Right Handed,73,210,0.259,25,27.7640910797951,Overweight,0.20~0.30
1045,Dan Morogiello,Left Handed,73,200,0,0,26.4419915045668,Overweight,0.20~0.30
1046,Mike Young,Both Handed,74,195,0.247,72,25.088867496282,Overweight,0.20~0.30
1047,Chris Speier,Right Handed,73,175,0.246,112,23.1367425664959,Normal,0.20~0.30
1048,Gene Michael,Both Handed,74,183,0.229,15,23.5449371888185,Normal,0.20~0.30
1049,Vic Harris,Both Handed,71,165,0.217,13,23.0609467368508,Normal,0.20~0.30
1050,Mike Fischlin,Right Handed,73,165,0.22,3,21.8146429912676,Normal,0.20~0.30
1051,Don Money,Right Handed,73,170,0.261,176,22.4756927788818,Normal,0.20~0.30
1052,Joe Rudi,Right Handed,74,200,0.264,179,25.7321717910585,Overweight,0.20~0.30
1053,Jim Rice,Right Handed,74,200,0.298,382,25.7321717910585,Overweight,0.20~0.30
1054,Shawn Holman,Right Handed,74,185,0,0,23.8022589067291,Normal,0.20~0.30
1055,Alan Wirth,Right Handed,76,190,0,0,23.1758836723415,Normal,0.20~0.30
1056,Gil Garrido,Right Handed,69,150,0.237,1,22.1974437189408,Normal,0.20~0.30
1057,Marty Perez,Right Handed,71,160,0.246,22,22.3621301690675,Normal,0.20~0.30
1058,Tom Matchick,Left Handed,73,173,0.215,4,22.8723226514503,Normal,0.20~0.30
1059,Jack Perconte,Left Handed,70,160,0.27,2,23.0056118739325,Normal,0.20~0.30
1060,Ed Kirkpatrick,Left Handed,71,195,0.238,85,27.253846143551,Overweight,0.20~0.30
1061,Jerry Grote,Right Handed,70,185,0.252,39,26.6002387292344,Overweight,0.20~0.30
1062,Ellie Hendricks,Left Handed,73,175,0.22,62,23.1367425664959,Normal,0.20~0.30
1063,Jim Beauchamp,Right Handed,74,190,0.231,14,24.4455632015056,Normal,0.20~0.30
1064,Terry Wilshusen,Right Handed,74,210,0,0,27.0187803806114,Overweight,0.20~0.30
1065,Tito Fuentes,Both Handed,71,175,0.268,45,24.4585798724175,Normal,0.20~0.30
1066,Ron Brand,Right Handed,67,167,0.239,3,26.2105872639214,Overweight,0.20~0.30
1067,Leo Cardenas,Right Handed,71,150,0.257,118,20.9644970335007,Normal,0.20~0.30
1068,Art Shamsky,Left Handed,73,168,0.253,68,22.2112728638361,Normal,0.20~0.30
1069,Steve Ellsworth,Right Handed,80,220,0,0,24.2187984375969,Normal,0.20~0.30
1070,Ron Cey,Right Handed,70,185,0.261,316,26.6002387292344,Overweight,0.20~0.30
1071,Skip Jutze,Right Handed,71,190,0.215,3,26.5550295757676,Overweight,0.20~0.30
1072,Butch Wynegar,Both Handed,73,190,0.255,65,25.1198919293384,Overweight,0.20~0.30
1073,Ron LeFlore,Right Handed,72,200,0.288,59,27.1815919613882,Overweight,0.20~0.30
1074,Bill Russell,Right Handed,72,175,0.263,46,23.7838929662147,Normal,0.20~0.30
1075,Gene Tenace,Right Handed,72,190,0.241,201,25.8225123633188,Overweight,0.20~0.30
1076,Bubba Morton,Right Handed,70,175,0.267,14,25.1623879871136,Overweight,0.20~0.30
1077,Ellie Rodriguez,Right Handed,71,185,0.245,16,25.8562130079842,Overweight,0.20~0.30
1078,Darrel Chaney,Both Handed,74,188,0.217,14,24.188241483595,Normal,0.20~0.30
1079,Dick Nen,Left Handed,74,200,0.224,21,25.7321717910585,Overweight,0.20~0.30
1080,Bryan Kelly,Right Handed,74,195,0,0,25.088867496282,Overweight,0.20~0.30
1081,Bill Freehan,Right Handed,75,203,0.262,200,25.4263134788896,Overweight,0.20~0.30
1082,Steve Nicosia,Right Handed,70,185,0.248,11,26.6002387292344,Overweight,0.20~0.30
1083,Ted Savage,Right Handed,73,185,0.233,34,24.4588421417243,Normal,0.20~0.30
1084,Pete Mackanin,Right Handed,74,190,0.226,30,24.4455632015056,Normal,0.20~0.30
1085,Rich Dauer,Right Handed,72,180,0.257,43,24.4634327652494,Normal,0.20~0.30
1086,Mick Kelleher,Right Handed,69,176,0.213,0,26.0450006302239,Overweight,0.20~0.30
1087,Rowland Office,Left Handed,72,170,0.259,32,23.1043531671799,Normal,0.20~0.30
1088,Rick Leach,Left Handed,73,180,0.268,18,23.7977923541101,Normal,0.20~0.30
1089,Dwayne Murphy,Left Handed,73,185,0.246,166,24.4588421417243,Normal,0.20~0.30
1090,Larry Harlow,Left Handed,74,185,0.248,12,23.8022589067291,Normal,0.20~0.30
1091,Mike Epstein,Left Handed,75,230,0.244,130,28.8081384243576,Overweight,0.20~0.30
1092,Jerry Mumphrey,Both Handed,74,185,0.289,70,23.8022589067291,Normal,0.20~0.30
1093,Don Sutton,Right Handed,73,185,0.144,0,24.4588421417243,Normal,0.20~0.30
1094,Glenn Beckert,Right Handed,73,190,0.283,22,25.1198919293384,Overweight,0.20~0.30
1095,Ron Davis,Right Handed,72,175,0.233,10,23.7838929662147,Normal,0.20~0.30
1096,Mike Shannon,Right Handed,75,195,0.255,68,24.424291272825,Normal,0.20~0.30
1097,Jason Thompson,Left Handed,76,200,0.261,208,24.3956670235174,Normal,0.20~0.30
1098,Wayne Tolleson,Both Handed,69,160,0.241,9,23.6772733002035,Normal,0.20~0.30
1099,John Leister,Right Handed,74,200,0,0,25.7321717910585,Overweight,0.20~0.30
1100,Don Cooper,Right Handed,73,185,0,0,24.4588421417243,Normal,0.20~0.30
1101,Mike Jorgensen,Left Handed,72,195,0.243,95,26.5020521623535,Overweight,0.20~0.30
1102,Ed Romero,Right Handed,71,160,0.247,8,22.3621301690675,Normal,0.20~0.30
1103,Rick Joseph,Right Handed,73,192,0.243,13,25.3843118443841,Overweight,0.20~0.30
1104,Cecil Cooper,Left Handed,74,165,0.298,241,21.2290417276233,Normal,0.20~0.30
1105,Bill Almon,Right Handed,75,180,0.254,36,22.5454996364538,Normal,0.20~0.30
1106,Joe Ferguson,Right Handed,74,200,0.24,122,25.7321717910585,Overweight,0.20~0.30
1107,Jeff Jones,Right Handed,75,210,0,0,26.3030829091961,Overweight,0.20~0.30
1108,Jerry Terrell,Right Handed,71,165,0.253,4,23.0609467368508,Normal,0.20~0.30
1109,John Poloni,Left Handed,77,210,0,0,24.9544343673854,Normal,0.20~0.30
1110,Dave Revering,Left Handed,76,210,0.265,62,25.6154503746932,Overweight,0.20~0.30
1111,Curt Ford,Left Handed,70,150,0.245,7,21.5677611318117,Normal,0.20~0.30
1112,Jerry Dybzinski,Right Handed,74,180,0.234,3,23.1589546119526,Normal,0.20~0.30
1113,Mike Willis,Left Handed,74,205,0,0,26.375476085835,Overweight,0.20~0.30
1114,Bob Burda,Left Handed,71,174,0.224,13,24.3188165588609,Normal,0.20~0.30
1115,Jesse Gonder,Left Handed,70,180,0.251,26,25.881313358174,Overweight,0.20~0.30
1116,Gary Sutherland,Right Handed,72,185,0.243,24,25.1429725642841,Overweight,0.20~0.30
1117,Bob Coluccio,Right Handed,71,183,0.22,26,25.5766863808709,Overweight,0.20~0.30
1118,Dave Rader,Left Handed,71,165,0.257,30,23.0609467368508,Normal,0.20~0.30
1119,Ron Gardenhire,Right Handed,72,175,0.232,4,23.7838929662147,Normal,0.20~0.30
1120,Bill Sharp,Left Handed,70,178,0.255,9,25.5937432097499,Overweight,0.20~0.30
1121,Alan Bannister,Right Handed,71,170,0.27,19,23.7597633046342,Normal,0.20~0.30
1122,Bob Watson,Right Handed,72,201,0.295,184,27.3174999211951,Overweight,0.20~0.30
1123,Ken Harrelson,Right Handed,74,190,0.239,131,24.4455632015056,Normal,0.20~0.30
1124,Bobby Wine,Right Handed,73,187,0.215,30,24.7232620567699,Normal,0.20~0.30
1125,Stefan Wever,Right Handed,80,245,0,0,26.9709346236874,Overweight,0.20~0.30
1126,John Kennedy,Right Handed,72,185,0.225,32,25.1429725642841,Overweight,0.20~0.30
1127,Chico Ruiz,Both Handed,72,169,0.24,2,22.968445207373,Normal,0.20~0.30
1128,Dave Johnson,Right Handed,73,183,0,0,24.1944222266786,Normal,0.20~0.30
1129,Gail Hopkins,Left Handed,70,198,0.266,25,28.4694446939914,Overweight,0.20~0.30
1130,Doug Frobel,Left Handed,76,196,0.201,20,23.907753683047,Normal,0.20~0.30
1131,Luis Melendez,Right Handed,72,165,0.248,9,22.4248133681452,Normal,0.20~0.30
1132,Jerry Augustine,Left Handed,72,183,0,0,24.8711566446702,Normal,0.20~0.30
1133,Bill Plummer,Right Handed,73,190,0.188,14,25.1198919293384,Overweight,0.20~0.30
1134,Buck Rodgers,Both Handed,74,190,0.232,31,24.4455632015056,Normal,0.20~0.30
1135,Phil Niekro,Right Handed,73,180,0.169,7,23.7977923541101,Normal,0.20~0.30
1136,Jeff Holly,Left Handed,77,210,0,0,24.9544343673854,Normal,0.20~0.30
1137,Tom Poquette,Left Handed,70,175,0.268,10,25.1623879871136,Overweight,0.20~0.30
1138,Eric Hetzel,Right Handed,75,175,0,0,21.9192357576634,Normal,0.20~0.30
1139,Brian Asselstine,Left Handed,73,175,0.254,12,23.1367425664959,Normal,0.20~0.30
1140,Rick Miller,Left Handed,72,175,0.269,28,23.7838929662147,Normal,0.20~0.30
1141,Ed Charles,Right Handed,70,170,0.263,86,24.4434626160532,Normal,0.20~0.30
1142,Luis Gomez,Right Handed,69,150,0.21,0,22.1974437189408,Normal,0.20~0.30
1143,Dave Lemanczyk,Right Handed,76,235,0,0,28.6649087526329,Overweight,0.20~0.30
1144,Al Jones,Right Handed,76,210,0,0,25.6154503746932,Overweight,0.20~0.30
1145,Floyd Rayford,Right Handed,70,190,0.244,38,27.3191641002948,Overweight,0.20~0.30
1146,Sam Hinds,Right Handed,78,215,0,0,24.8976948853425,Normal,0.20~0.30
1147,Tony Conigliaro,Right Handed,75,185,0.264,166,23.1717635152442,Normal,0.20~0.30
1148,Clay Christiansen,Right Handed,77,205,0,0,24.360281168162,Normal,0.20~0.30
1149,Jim Barr,Right Handed,75,205,0.162,1,25.6768190304057,Overweight,0.20~0.30
1150,Jerry Remy,Left Handed,69,165,0.275,7,24.4171880908349,Normal,0.20~0.30
1151,Larry Rothschild,Left Handed,74,180,0,0,23.1589546119526,Normal,0.20~0.30
1152,Frank Duffy,Right Handed,73,180,0.232,26,23.7977923541101,Normal,0.20~0.30
1153,Gary Lance,Both Handed,75,195,0,0,24.424291272825,Normal,0.20~0.30
1154,Tom O'Malley,Left Handed,72,180,0.256,13,24.4634327652494,Normal,0.20~0.30
1155,Phil Garner,Right Handed,70,175,0.26,109,25.1623879871136,Overweight,0.20~0.30
1156,Larry Pashnick,Right Handed,75,205,0,0,25.6768190304057,Overweight,0.20~0.30
1157,Todd Fischer,Right Handed,70,170,0,0,24.4434626160532,Normal,0.20~0.30
